Provider_ID,VHA Facility,Address,City,State,Zip Code,County,County Code,Measure ID,Technical Measure Title,Measure as Posted on Hospital Compare,95% Confidence Lower Limit,95% Confidence Lower Upper Limit,Risk Adjusted Rate,VHA National Rate,Hospital Rating,Number Observations,Number Deaths/Readmissions,Footnotes,Date Range
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,390,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,5.79,10.36,7.73,7.72,No different than the VHA National Rate,281,19,,October 2012 – September 2015
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,390,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,6.75,11.21,8.72,8.64,No different than the VHA National Rate,265,22,,October 2012 – September 2015
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,390,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,*,*,*,15.57,Number of Cases Too Small,21,3,*Rates not reported for Observations < 25,October 2012 – September 2015
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,390,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,13.37,20.73,16.83,16.28,No different than the VHA National Rate,255,41,,October 2012 – September 2015
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,390,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,17.04,23.25,19.96,19.34,No different than the VHA National Rate,330,66,,October 2012 – September 2015
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,390,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,13.76,19.2,16.26,14.74,No different than the VHA National Rate,287,49,,October 2012 – September 2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,90,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,6.95,13.21,9.56,9.21,No different than the VHA National Rate,99,8,,October 2012 – September 2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,90,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,3.2,7.4,4.94,5.99,No different than the VHA National Rate,189,7,,October 2012 – September 2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,90,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,6.06,10.7,8.07,7.72,No different than the VHA National Rate,307,24,,October 2012 – September 2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,90,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,6.85,11.98,9.04,8.64,No different than the VHA National Rate,147,14,,October 2012 – September 2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,90,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,13.74,19.68,16.29,15.57,No different than the VHA National Rate,104,21,,October 2012 – September 2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,90,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,12.93,20.37,16.59,16.28,No different than the VHA National Rate,197,32,,October 2012 – September 2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,90,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,16.11,21.83,18.93,19.34,No different than the VHA National Rate,345,63,,October 2012 – September 2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,90,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,11.98,17.65,14.61,14.74,No different than the VHA National Rate,149,22,,October 2012 – September 2015
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,460,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,*,*,*,9.21,Number of Cases Too Small,11,2,*Rates not reported for Observations < 25,October 2012 – September 2015
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,460,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,3.53,9.8,6.02,5.99,No different than the VHA National Rate,76,5,,October 2012 – September 2015
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,460,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,4.91,10.73,7.44,7.72,No different than the VHA National Rate,80,6,,October 2012 – September 2015
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,460,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,6.75,11.87,9.02,8.64,No different than the VHA National Rate,181,17,,October 2012 – September 2015
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,460,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,*,*,*,15.57,Number of Cases Too Small,3,0,*Rates not reported for Observations < 25,October 2012 – September 2015
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,460,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,11.22,19.59,15.12,16.28,No different than the VHA National Rate,82,10,,October 2012 – September 2015
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,460,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,14.41,21.7,17.85,19.34,No different than the VHA National Rate,72,7,,October 2012 – September 2015
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,460,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,11.82,17.38,14.36,14.74,No different than the VHA National Rate,165,21,,October 2012 – September 2015
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,230,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,*,*,*,9.21,Number of Cases Too Small,4,1,*Rates not reported for Observations < 25,October 2012 – September 2015
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,230,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,3.61,11.09,6.29,5.99,No different than the VHA National Rate,55,3,,October 2012 – September 2015
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,230,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,4.58,10.03,6.85,7.72,No different than the VHA National Rate,43,2,,October 2012 – September 2015
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,230,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,6.5,12.21,9.02,8.64,No different than the VHA National Rate,62,7,,October 2012 – September 2015
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,230,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,X,X,X,15.57,Not Available,X,X,X Not Available,October 2012 - September 2015
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,230,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,11.54,21.89,16.21,16.28,No different than the VHA National Rate,59,9,,October 2012 – September 2015
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,230,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,14.42,23.2,18.82,19.34,No different than the VHA National Rate,43,6,,October 2012 – September 2015
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,230,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,12.37,18.53,15.15,14.74,No different than the VHA National Rate,66,12,,October 2012 – September 2015
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,490,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,7.69,13.23,9.92,9.21,No different than the VHA National Rate,30,6,,October 2012 – September 2015
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,490,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,3.24,8.02,5.25,5.99,No different than the VHA National Rate,119,5,,October 2012 – September 2015
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,490,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,5.63,10.32,7.67,7.72,No different than the VHA National Rate,155,17,,October 2012 – September 2015
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,490,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,6.11,10.23,7.99,8.64,No different than the VHA National Rate,184,17,,October 2012 – September 2015
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,490,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,*,*,*,15.57,Number of Cases Too Small,13,2,*Rates not reported for Observations < 25,October 2012 – September 2015
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,490,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,11.76,20.65,15.89,16.28,No different than the VHA National Rate,114,17,,October 2012 – September 2015
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,490,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,15.39,22.36,18.7,19.34,No different than the VHA National Rate,164,27,,October 2012 – September 2015
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,490,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,11.24,16.69,13.8,14.74,No different than the VHA National Rate,189,21,,October 2012 – September 2015
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,780,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,7.47,13.7,10.06,9.21,No different than the VHA National Rate,89,11,,October 2012 – September 2015
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,780,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,2.62,5.78,3.97,5.99,Better than the VHA National Rate,269,9,,October 2012 – September 2015
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,780,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,5.79,9.92,7.73,7.72,No different than the VHA National Rate,385,30,,October 2012 – September 2015
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,780,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,7.43,12.56,9.88,8.64,No different than the VHA National Rate,140,19,,October 2012 – September 2015
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,780,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,12.66,18.49,15.35,15.57,No different than the VHA National Rate,78,11,,October 2012 – September 2015
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,780,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,13.95,20.73,17.04,16.28,No different than the VHA National Rate,277,50,,October 2012 – September 2015
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,780,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,18.6,24.14,21.27,19.34,No different than the VHA National Rate,483,113,,October 2012 – September 2015
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,780,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,12.62,18.87,15.61,14.74,No different than the VHA National Rate,138,26,,October 2012 – September 2015
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,890,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,6.81,11.58,8.83,9.21,No different than the VHA National Rate,192,15,,October 2012 – September 2015
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,890,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,4.19,8.29,5.87,5.99,No different than the VHA National Rate,339,21,,October 2012 – September 2015
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,890,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,5.17,9.21,6.81,7.72,No different than the VHA National Rate,352,24,,October 2012 – September 2015
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,890,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,7.48,11.93,9.4,8.64,No different than the VHA National Rate,412,41,,October 2012 – September 2015
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,890,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,11.58,16.96,14.45,15.57,No different than the VHA National Rate,162,17,,October 2012 – September 2015
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,890,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,12.87,18.6,15.61,16.28,No different than the VHA National Rate,374,57,,October 2012 – September 2015
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,890,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,18.85,24.9,21.87,19.34,No different than the VHA National Rate,430,101,,October 2012 – September 2015
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,890,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,12.73,17.58,14.99,14.74,No different than the VHA National Rate,423,63,,October 2012 – September 2015
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,740,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,6.08,11.64,8.52,9.21,No different than the VHA National Rate,49,3,,October 2012 – September 2015
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,740,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,4.24,10.62,6.93,5.99,No different than the VHA National Rate,126,8,,October 2012 – September 2015
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,740,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,6.26,11.65,8.72,7.72,No different than the VHA National Rate,211,20,,October 2012 – September 2015
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,740,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,7.14,11.92,9.28,8.64,No different than the VHA National Rate,217,22,,October 2012 – September 2015
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,740,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,12.37,18.14,15.12,15.57,No different than the VHA National Rate,38,4,,October 2012 – September 2015
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,740,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,12.17,20.54,16.21,16.28,No different than the VHA National Rate,121,18,,October 2012 – September 2015
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,740,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,16.95,23.87,20.31,19.34,No different than the VHA National Rate,228,48,,October 2012 – September 2015
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,740,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,13.07,18.76,15.52,14.74,No different than the VHA National Rate,207,35,,October 2012 – September 2015
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,180,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,6.96,11.69,9.09,9.21,No different than the VHA National Rate,252,19,,October 2012 – September 2015
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,180,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,4.66,9.85,6.88,5.99,No different than the VHA National Rate,282,19,,October 2012 – September 2015
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,180,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,5.67,9.23,7.21,7.72,No different than the VHA National Rate,611,37,,October 2012 – September 2015
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,180,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,7.18,11.36,8.99,8.64,No different than the VHA National Rate,339,30,,October 2012 – September 2015
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,180,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,12.29,17.36,14.9,15.57,No different than the VHA National Rate,240,31,,October 2012 – September 2015
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,180,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,12.62,18.97,15.45,16.28,No different than the VHA National Rate,306,43,,October 2012 – September 2015
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,180,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,17.44,22.24,19.67,19.34,No different than the VHA National Rate,700,136,,October 2012 – September 2015
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,180,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,12.21,16.93,14.5,14.74,No different than the VHA National Rate,327,47,,October 2012 – September 2015
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,860,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,6.62,11.92,8.87,9.21,No different than the VHA National Rate,78,7,,October 2012 – September 2015
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,860,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,5.76,11.93,8.18,5.99,No different than the VHA National Rate,159,18,,October 2012 – September 2015
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,860,VA-MORT-30-HF,VA 30-day Death Rates Congestive Heart Failure(CHF),Death rate for heart failure patients,6.65,12.09,8.8,7.72,No different than the VHA National Rate,191,21,,October 2012 – September 2015
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,860,VA-MORT-30-PN,VA 30-day Death Rates Pneumonia(PN),Death rate for pneumonia patients,7.29,12.02,9.24,8.64,No different than the VHA National Rate,198,18,,October 2012 – September 2015
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,860,VA-READM-30-AMI,VA 30-day Readmission Rates Acute Myocardial Infarction(AMI),Rate of readmission for heart attack patients,11.19,17.28,14.43,15.57,No different than the VHA National Rate,50,1,,October 2012 – September 2015
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,860,VA-READM-30-COPD,VA 30-day Readmission Rates Chronic Obstructive Pulmonary Disease(COPD),Rate of readmission for chronic obstructive pulmonary disease patients,10.87,18.06,14.13,16.28,No different than the VHA National Rate,154,18,,October 2012 – September 2015
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,860,VA-READM-30-HF,VA 30-day Readmission Rates Congestive Heart Failure(CHF),Rate of readmission for heart failure patients,16.8,23.93,20.15,19.34,No different than the VHA National Rate,192,38,,October 2012 – September 2015
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,860,VA-READM-30-PN,VA 30-day Readmission Rates Pneumonia(PN),Rate of readmission for pneumonia patients,12.17,18.18,15.02,14.74,No different than the VHA National Rate,182,26,,October 2012 – September 2015
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,390,VA-MORT-30-AMI,VA 30-day Death Rates Acute Myocardial Infarction(AMI),Death rate for heart attack patients,7.29,11.7,9.26,9.21,No different than the VHA National Rate,275,21,,October 2012 – September 2015
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,390,VA-MORT-30-COPD,VA 30-day Death Rates Chronic Obstructive Pulmonary Disease(COPD),Death rate for chronic obstructive pulmonary disease patients,2.82,5.95,4.18,5.99,Better than the VHA National Rate,484,14,,October 2012 – September 2015
