"Provider ID","Hospital name","Address","City","State","ZIP Code","County name","Phone number","Payment measure name","Payment measure ID","Payment category","Denominator","Payment","Lower estimate","Higher estimate","Payment footnote","Value of care display name","Value of care display ID","Value of care category","Value of care footnote","Measure start date","Measure end date"
"340126","WILSON MEDICAL CENTER","1705 S TARBORO ST","WILSON","NC","27893","WILSON","2523998040","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","167","$22,813","$20,881","$25,004","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340126","WILSON MEDICAL CENTER","1705 S TARBORO ST","WILSON","NC","27893","WILSON","2523998040","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","492","$15,388","$14,514","$16,366","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"340126","WILSON MEDICAL CENTER","1705 S TARBORO ST","WILSON","NC","27893","WILSON","2523998040","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","No Different than the National Average Payment","107","$23,255","$21,777","$24,873","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and average payment","","04/01/2013","03/31/2016"
"340126","WILSON MEDICAL CENTER","1705 S TARBORO ST","WILSON","NC","27893","WILSON","2523998040","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","680","$17,781","$16,978","$18,571","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Worse mortality and average payment","","07/01/2013","06/30/2016"
"340127","GRANVILLE HEALTH SYSTEMS","COLLEGE ST BOX 947","OXFORD","NC","27565","GRANVILLE","9196903000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","31","$21,136","$18,520","$24,332","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340127","GRANVILLE HEALTH SYSTEMS","COLLEGE ST BOX 947","OXFORD","NC","27565","GRANVILLE","9196903000","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","113","$14,829","$13,262","$16,536","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"340127","GRANVILLE HEALTH SYSTEMS","COLLEGE ST BOX 947","OXFORD","NC","27565","GRANVILLE","9196903000","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Greater than the National Average Payment","103","$25,023","$23,236","$26,906","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Worse complications and higher payment","","04/01/2013","03/31/2016"
"340127","GRANVILLE HEALTH SYSTEMS","COLLEGE ST BOX 947","OXFORD","NC","27565","GRANVILLE","9196903000","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","187","$15,858","$14,481","$17,249","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"340129","LAKE NORMAN REGIONAL MEDICAL CENTER","171 FAIRVIEW ROAD","MOORESVILLE","NC","28117","IREDELL","7046604000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","62","$22,009","$19,563","$25,001","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340129","LAKE NORMAN REGIONAL MEDICAL CENTER","171 FAIRVIEW ROAD","MOORESVILLE","NC","28117","IREDELL","7046604000","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","192","$15,945","$14,590","$17,438","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"340129","LAKE NORMAN REGIONAL MEDICAL CENTER","171 FAIRVIEW ROAD","MOORESVILLE","NC","28117","IREDELL","7046604000","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Less than the National Average Payment","276","$20,508","$19,691","$21,359","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and lower payment","","04/01/2013","03/31/2016"
"340129","LAKE NORMAN REGIONAL MEDICAL CENTER","171 FAIRVIEW ROAD","MOORESVILLE","NC","28117","IREDELL","7046604000","Payment for pneumonia patients","PAYM_30_PN","Greater than the National Average Payment","293","$19,474","$18,132","$20,896","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Worse mortality and higher payment","","07/01/2013","06/30/2016"
"340130","CAROLINAS HEALTHCARE SYSTEM UNION","600 HOSPITAL DR","MONROE","NC","28110","UNION","7042833100","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","104","$22,085","$19,780","$24,453","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340130","CAROLINAS HEALTHCARE SYSTEM UNION","600 HOSPITAL DR","MONROE","NC","28110","UNION","7042833100","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","417","$16,090","$15,118","$17,215","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"340130","CAROLINAS HEALTHCARE SYSTEM UNION","600 HOSPITAL DR","MONROE","NC","28110","UNION","7042833100","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Greater than the National Average Payment","227","$24,395","$23,246","$25,582","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Worse complications and higher payment","","04/01/2013","03/31/2016"
"340130","CAROLINAS HEALTHCARE SYSTEM UNION","600 HOSPITAL DR","MONROE","NC","28110","UNION","7042833100","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","581","$17,569","$16,706","$18,502","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"340131","CAROLINA EAST MEDICAL CENTER","2000 NEUSE BLVD","NEW BERN","NC","28560","CRAVEN","2526338640","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","469","$22,062","$20,748","$23,461","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340131","CAROLINA EAST MEDICAL CENTER","2000 NEUSE BLVD","NEW BERN","NC","28560","CRAVEN","2526338640","Payment for heart failure patients","PAYM_30_HF","Less than the National Average Payment","574","$14,812","$14,007","$15,681","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and lower payment","","07/01/2013","06/30/2016"
"340131","CAROLINA EAST MEDICAL CENTER","2000 NEUSE BLVD","NEW BERN","NC","28560","CRAVEN","2526338640","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Less than the National Average Payment","1,003","$20,324","$19,875","$20,781","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and lower payment","","04/01/2013","03/31/2016"
"340131","CAROLINA EAST MEDICAL CENTER","2000 NEUSE BLVD","NEW BERN","NC","28560","CRAVEN","2526338640","Payment for pneumonia patients","PAYM_30_PN","Less than the National Average Payment","768","$15,220","$14,597","$15,854","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and lower payment","","07/01/2013","06/30/2016"
"340132","MARIA PARHAM MEDICAL CENTER","PO BOX 59","HENDERSON","NC","27536","VANCE","2524313708","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","61","$23,718","$21,012","$26,693","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340132","MARIA PARHAM MEDICAL CENTER","PO BOX 59","HENDERSON","NC","27536","VANCE","2524313708","Payment for heart failure patients","PAYM_30_HF","Less than the National Average Payment","278","$14,478","$13,409","$15,624","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and lower payment","","07/01/2013","06/30/2016"
"340132","MARIA PARHAM MEDICAL CENTER","PO BOX 59","HENDERSON","NC","27536","VANCE","2524313708","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"340132","MARIA PARHAM MEDICAL CENTER","PO BOX 59","HENDERSON","NC","27536","VANCE","2524313708","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","350","$16,237","$15,198","$17,277","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"340133","MARTIN GENERAL HOSPITAL","310 S MCCASKEY RD P O BOX 1128","WILLIAMSTON","NC","27892","MARTIN","2528096179","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"340133","MARTIN GENERAL HOSPITAL","310 S MCCASKEY RD P O BOX 1128","WILLIAMSTON","NC","27892","MARTIN","2528096179","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","114","$14,859","$13,387","$16,542","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"340133","MARTIN GENERAL HOSPITAL","310 S MCCASKEY RD P O BOX 1128","WILLIAMSTON","NC","27892","MARTIN","2528096179","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","No Different than the National Average Payment","53","$20,872","$19,099","$22,735","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and average payment","","04/01/2013","03/31/2016"
"340133","MARTIN GENERAL HOSPITAL","310 S MCCASKEY RD P O BOX 1128","WILLIAMSTON","NC","27892","MARTIN","2528096179","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","150","$16,504","$14,953","$18,043","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Worse mortality and average payment","","07/01/2013","06/30/2016"
"340141","NEW HANOVER REGIONAL MEDICAL CENTER","2131 S 17TH ST BOX 9000","WILMINGTON","NC","28402","NEW HANOVER","9103437000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","784","$22,952","$21,835","$24,160","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340141","NEW HANOVER REGIONAL MEDICAL CENTER","2131 S 17TH ST BOX 9000","WILMINGTON","NC","28402","NEW HANOVER","9103437000","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","1,535","$16,368","$15,834","$16,945","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Worse mortality and average payment","","07/01/2013","06/30/2016"
"340141","NEW HANOVER REGIONAL MEDICAL CENTER","2131 S 17TH ST BOX 9000","WILMINGTON","NC","28402","NEW HANOVER","9103437000","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Less than the National Average Payment","2,467","$20,212","$19,920","$20,511","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and lower payment","","04/01/2013","03/31/2016"
"340141","NEW HANOVER REGIONAL MEDICAL CENTER","2131 S 17TH ST BOX 9000","WILMINGTON","NC","28402","NEW HANOVER","9103437000","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","1,525","$17,305","$16,765","$17,841","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Worse mortality and average payment","","07/01/2013","06/30/2016"
"340142","CARTERET GENERAL HOSPITAL","3500 ARENDELL ST","MOREHEAD CITY","NC","28557","CARTERET","2528086000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","253","$23,037","$21,347","$24,856","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340142","CARTERET GENERAL HOSPITAL","3500 ARENDELL ST","MOREHEAD CITY","NC","28557","CARTERET","2528086000","Payment for heart failure patients","PAYM_30_HF","Less than the National Average Payment","363","$14,831","$13,824","$15,928","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and lower payment","","07/01/2013","06/30/2016"
"340142","CARTERET GENERAL HOSPITAL","3500 ARENDELL ST","MOREHEAD CITY","NC","28557","CARTERET","2528086000","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Less than the National Average Payment","407","$20,553","$19,875","$21,258","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and lower payment","","04/01/2013","03/31/2016"
"340142","CARTERET GENERAL HOSPITAL","3500 ARENDELL ST","MOREHEAD CITY","NC","28557","CARTERET","2528086000","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","600","$16,515","$15,708","$17,341","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"340143","CATAWBA VALLEY MEDICAL CENTER","810 FAIRGROVE CHURCH RD","HICKORY","NC","28602","CATAWBA","8283263809","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","138","$23,155","$21,082","$25,440","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340143","CATAWBA VALLEY MEDICAL CENTER","810 FAIRGROVE CHURCH RD","HICKORY","NC","28602","CATAWBA","8283263809","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","187","$16,249","$14,832","$17,809","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Worse mortality and average payment","","07/01/2013","06/30/2016"
"340143","CATAWBA VALLEY MEDICAL CENTER","810 FAIRGROVE CHURCH RD","HICKORY","NC","28602","CATAWBA","8283263809","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","No Different than the National Average Payment","427","$21,981","$21,238","$22,721","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and average payment","","04/01/2013","03/31/2016"
"340143","CATAWBA VALLEY MEDICAL CENTER","810 FAIRGROVE CHURCH RD","HICKORY","NC","28602","CATAWBA","8283263809","Payment for pneumonia patients","PAYM_30_PN","Greater than the National Average Payment","435","$18,816","$17,707","$19,886","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Worse mortality and higher payment","","07/01/2013","06/30/2016"
"340144","DAVIS REGIONAL MEDICAL CENTER","218 OLD MOCKSBVILLE RD PO BOX 1823","STATESVILLE","NC","28687","IREDELL","7048730281","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","34","$22,738","$19,828","$25,972","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340144","DAVIS REGIONAL MEDICAL CENTER","218 OLD MOCKSBVILLE RD PO BOX 1823","STATESVILLE","NC","28687","IREDELL","7048730281","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","92","$16,321","$14,518","$18,265","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"340144","DAVIS REGIONAL MEDICAL CENTER","218 OLD MOCKSBVILLE RD PO BOX 1823","STATESVILLE","NC","28687","IREDELL","7048730281","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","No Different than the National Average Payment","53","$22,845","$20,861","$24,985","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and average payment","","04/01/2013","03/31/2016"
"340144","DAVIS REGIONAL MEDICAL CENTER","218 OLD MOCKSBVILLE RD PO BOX 1823","STATESVILLE","NC","28687","IREDELL","7048730281","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","142","$16,139","$14,552","$17,638","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"340145","CAROLINAS HEALTHCARE SYSTEM LINCOLN","433 MCALISTER RD","LINCOLNTON","NC","28092","LINCOLN","9802122000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","39","$21,354","$18,598","$24,429","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340145","CAROLINAS HEALTHCARE SYSTEM LINCOLN","433 MCALISTER RD","LINCOLNTON","NC","28092","LINCOLN","9802122000","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","228","$15,565","$14,303","$16,923","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"340145","CAROLINAS HEALTHCARE SYSTEM LINCOLN","433 MCALISTER RD","LINCOLNTON","NC","28092","LINCOLN","9802122000","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","No Different than the National Average Payment","129","$21,948","$20,639","$23,290","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and average payment","","04/01/2013","03/31/2016"
"340145","CAROLINAS HEALTHCARE SYSTEM LINCOLN","433 MCALISTER RD","LINCOLNTON","NC","28092","LINCOLN","9802122000","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","464","$17,099","$16,127","$18,074","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"340147","NASH GENERAL HOSPITAL","2460 CURTIS ELLIS DRIVE","ROCKY MOUNT","NC","27804","NASH","2524438000","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","290","$23,001","$21,315","$24,722","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340147","NASH GENERAL HOSPITAL","2460 CURTIS ELLIS DRIVE","ROCKY MOUNT","NC","27804","NASH","2524438000","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","546","$15,492","$14,624","$16,413","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"340147","NASH GENERAL HOSPITAL","2460 CURTIS ELLIS DRIVE","ROCKY MOUNT","NC","27804","NASH","2524438000","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","No Different than the National Average Payment","406","$22,645","$21,852","$23,454","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and average payment","","04/01/2013","03/31/2016"
"340147","NASH GENERAL HOSPITAL","2460 CURTIS ELLIS DRIVE","ROCKY MOUNT","NC","27804","NASH","2524438000","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","985","$17,540","$16,866","$18,216","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Worse mortality and average payment","","07/01/2013","06/30/2016"
"340148","NOVANT HEALTH MEDICAL PARK HOSPITAL","1950 S HAWTHORNE RD","WINSTON-SALEM","NC","27103","FORSYTH","3367180600","Payment for heart attack patients","PAYM_30_AMI","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"340148","NOVANT HEALTH MEDICAL PARK HOSPITAL","1950 S HAWTHORNE RD","WINSTON-SALEM","NC","27103","FORSYTH","3367180600","Payment for heart failure patients","PAYM_30_HF","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"340148","NOVANT HEALTH MEDICAL PARK HOSPITAL","1950 S HAWTHORNE RD","WINSTON-SALEM","NC","27103","FORSYTH","3367180600","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"340148","NOVANT HEALTH MEDICAL PARK HOSPITAL","1950 S HAWTHORNE RD","WINSTON-SALEM","NC","27103","FORSYTH","3367180600","Payment for pneumonia patients","PAYM_30_PN","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"340151","HALIFAX REGIONAL MEDICAL CENTER INC","250 SMITH CHURCH RD","ROANOKE RAPIDS","NC","27870","HALIFAX","2525358005","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","47","$22,584","$19,826","$25,668","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340151","HALIFAX REGIONAL MEDICAL CENTER INC","250 SMITH CHURCH RD","ROANOKE RAPIDS","NC","27870","HALIFAX","2525358005","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","326","$15,254","$14,198","$16,343","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"340151","HALIFAX REGIONAL MEDICAL CENTER INC","250 SMITH CHURCH RD","ROANOKE RAPIDS","NC","27870","HALIFAX","2525358005","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Less than the National Average Payment","354","$19,048","$18,414","$19,733","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and lower payment","","04/01/2013","03/31/2016"
"340151","HALIFAX REGIONAL MEDICAL CENTER INC","250 SMITH CHURCH RD","ROANOKE RAPIDS","NC","27870","HALIFAX","2525358005","Payment for pneumonia patients","PAYM_30_PN","Less than the National Average Payment","485","$15,873","$15,042","$16,707","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and lower payment","","07/01/2013","06/30/2016"
"340155","DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC","27704","DURHAM","9196201078","Payment for heart attack patients","PAYM_30_AMI","Less than the National Average Payment","236","$20,852","$19,279","$22,570","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and lower payment","","07/01/2013","06/30/2016"
"340155","DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC","27704","DURHAM","9196201078","Payment for heart failure patients","PAYM_30_HF","Less than the National Average Payment","443","$14,514","$13,624","$15,419","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and lower payment","","07/01/2013","06/30/2016"
"340155","DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC","27704","DURHAM","9196201078","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Less than the National Average Payment","712","$21,045","$20,501","$21,593","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and lower payment","","04/01/2013","03/31/2016"
"340155","DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC","27704","DURHAM","9196201078","Payment for pneumonia patients","PAYM_30_PN","Less than the National Average Payment","496","$16,141","$15,316","$17,005","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and lower payment","","07/01/2013","06/30/2016"
"340156","CHEROKEE INDIAN HOSPITAL AUTHORITY","CALLER BOX C268","CHEROKEE","NC","28719","SWAIN","7044979163","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"340156","CHEROKEE INDIAN HOSPITAL AUTHORITY","CALLER BOX C268","CHEROKEE","NC","28719","SWAIN","7044979163","Payment for heart failure patients","PAYM_30_HF","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"340156","CHEROKEE INDIAN HOSPITAL AUTHORITY","CALLER BOX C268","CHEROKEE","NC","28719","SWAIN","7044979163","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Not Available","13 - Results cannot be calculated for this reporting period.","04/01/2013","03/31/2016"
"340156","CHEROKEE INDIAN HOSPITAL AUTHORITY","CALLER BOX C268","CHEROKEE","NC","28719","SWAIN","7044979163","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","26","$14,258","$11,609","$17,028","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"340158","NOVANT HEALTH BRUNSWICK MEDICAL CENTER","1 MEDICAL CENTER DR  PO BOX 139","SUPPLY","NC","28462","BRUNSWICK","9107558121","Payment for heart attack patients","PAYM_30_AMI","No Different than the National Average Payment","30","$23,430","$20,364","$27,070","","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Average mortality and average payment","","07/01/2013","06/30/2016"
"340158","NOVANT HEALTH BRUNSWICK MEDICAL CENTER","1 MEDICAL CENTER DR  PO BOX 139","SUPPLY","NC","28462","BRUNSWICK","9107558121","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","245","$15,920","$14,702","$17,241","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"340158","NOVANT HEALTH BRUNSWICK MEDICAL CENTER","1 MEDICAL CENTER DR  PO BOX 139","SUPPLY","NC","28462","BRUNSWICK","9107558121","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Less than the National Average Payment","423","$20,232","$19,570","$20,907","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and lower payment","","04/01/2013","03/31/2016"
"340158","NOVANT HEALTH BRUNSWICK MEDICAL CENTER","1 MEDICAL CENTER DR  PO BOX 139","SUPPLY","NC","28462","BRUNSWICK","9107558121","Payment for pneumonia patients","PAYM_30_PN","No Different than the National Average Payment","401","$16,694","$15,658","$17,691","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and average payment","","07/01/2013","06/30/2016"
"340159","PERSON MEMORIAL HOSPITAL","615 RIDGE RD","ROXBORO","NC","27573","PERSON","3365992121","Payment for heart attack patients","PAYM_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","Value of Care Heart Attack measure","MORT_PAYM_30_AMI","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2013","06/30/2016"
"340159","PERSON MEMORIAL HOSPITAL","615 RIDGE RD","ROXBORO","NC","27573","PERSON","3365992121","Payment for heart failure patients","PAYM_30_HF","No Different than the National Average Payment","78","$16,513","$14,623","$18,646","","Value of Care Heart Failure measure","MORT_PAYM_30_HF","Average mortality and average payment","","07/01/2013","06/30/2016"
"340159","PERSON MEMORIAL HOSPITAL","615 RIDGE RD","ROXBORO","NC","27573","PERSON","3365992121","Payment for hip/knee replacement patients","PAYM_90_HIP_KNEE","Greater than the National Average Payment","46","$25,325","$22,860","$28,030","","Value of Care hip/knee replacement measure","COMP_PAYM_90_HIP_KNEE","Average complications and higher payment","","04/01/2013","03/31/2016"
"340159","PERSON MEMORIAL HOSPITAL","615 RIDGE RD","ROXBORO","NC","27573","PERSON","3365992121","Payment for pneumonia patients","PAYM_30_PN","Less than the National Average Payment","157","$15,059","$13,668","$16,450","","Value of Care Pneumonia measure","MORT_PAYM_30_PN","Average mortality and lower payment","","07/01/2013","06/30/2016"
