"CCN#","VHA Facility","Address","City","State","Zip Code","MeasureID","Technical Measure Title","Measure as Reported on Hospital Compare","Numerator","Denominator","Observed Rate per 1,000","Footnotes","Date Range"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN",37684,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",3,1074,2.79,,"October 2015 - December 2016"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN",37684,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",3,606,4.95,,"October 2015 - December 2016"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN",37684,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,197,0.00,,"October 2015 - December 2016"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN",37684,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,574,0.00,,"October 2015 - December 2016"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN",37684,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",0,3087,0.00,,"October 2015 - December 2016"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN",37684,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)",5,32,156.25,,"October 2015 - December 2016"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN",37684,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",1,5226,0.19,,"October 2015 - December 2016"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN",37684,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,3357,0.00,,"October 2015 - December 2016"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN",37684,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,4085,0.00,,"October 2015 - December 2016"
"44016F","MOUNTAIN HOME VA MEDICAL CENTER","CORNER OF LAMONT STREET AND VETERANS WAY","MOUNTAIN HOME","TN",37684,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",1,1020,0.98,,"October 2015 - December 2016"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN",37129,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)","X","X","X","X Not Available","October 2015 - December 2016"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN",37129,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)","X","X","X","X Not Available","October 2015 - December 2016"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN",37129,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)","X","X","X","X Not Available","October 2015 - December 2016"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN",37129,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)","X","X","X","X Not Available","October 2015 - December 2016"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN",37129,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN",37129,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,195,0.00,,"October 2015 - December 2016"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN",37129,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",0,1042,0.00,,"October 2015 - December 2016"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN",37129,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","X","X","X","X Not Available","October 2015 - December 2016"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN",37129,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,1681,0.00,,"October 2015 - December 2016"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN",37129,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,1176,0.00,,"October 2015 - December 2016"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN",37129,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,1492,0.00,,"October 2015 - December 2016"
"44017F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO","3400 LEBANON PIKE","MURFREESBORO","TN",37129,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)","X","X","X","X Not Available","October 2015 - December 2016"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN",37212,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",0,731,0.00,,"October 2015 - December 2016"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN",37212,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",1,462,2.16,,"October 2015 - December 2016"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN",37212,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",3,1376,2.18,,"October 2015 - December 2016"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN",37212,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",2,686,2.92,,"October 2015 - December 2016"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN",37212,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,279,0.00,,"October 2015 - December 2016"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN",37212,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",2,1199,1.67,,"October 2015 - December 2016"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN",37212,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",3,4281,0.70,,"October 2015 - December 2016"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN",37212,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)",3,60,50.00,,"October 2015 - December 2016"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN",37212,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",1,6601,0.15,,"October 2015 - December 2016"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN",37212,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",1,3882,0.26,,"October 2015 - December 2016"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN",37212,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,5553,0.00,,"October 2015 - December 2016"
"44018F","VA MIDDLE TENNESSEE HEALTHCARE SYSTEM","1310 24TH AVENUE SOUTH","NASHVILLE","TN",37212,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",3,1292,2.32,,"October 2015 - December 2016"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX",79106,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",0,358,0.00,,"October 2015 - December 2016"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX",79106,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",1,350,2.86,,"October 2015 - December 2016"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX",79106,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",6,603,9.95,,"October 2015 - December 2016"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX",79106,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",2,342,5.85,,"October 2015 - December 2016"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX",79106,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,46,0.00,,"October 2015 - December 2016"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX",79106,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,183,0.00,,"October 2015 - December 2016"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX",79106,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",0,1183,0.00,,"October 2015 - December 2016"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX",79106,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)",2,30,66.67,,"October 2015 - December 2016"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX",79106,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,1977,0.00,,"October 2015 - December 2016"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX",79106,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,1281,0.00,,"October 2015 - December 2016"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX",79106,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,1513,0.00,,"October 2015 - December 2016"
"45060F","VA AMARILLO HEALTHCARE SYSTEM","6010 AMARILLO BLVD. WEST","AMARILLO","TX",79106,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",1,583,1.72,,"October 2015 - December 2016"
"45066F","DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM)","4500 S. LANCASTER ROAD","DALLAS","TX",75216,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",2,1221,1.64,,"October 2015 - December 2016"
"45066F","DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM)","4500 S. LANCASTER ROAD","DALLAS","TX",75216,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",2,797,2.51,,"October 2015 - December 2016"
"45066F","DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM)","4500 S. LANCASTER ROAD","DALLAS","TX",75216,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",7,2434,2.88,,"October 2015 - December 2016"
"45066F","DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM)","4500 S. LANCASTER ROAD","DALLAS","TX",75216,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",5,1201,4.16,,"October 2015 - December 2016"
"45066F","DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM)","4500 S. LANCASTER ROAD","DALLAS","TX",75216,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,591,0.00,,"October 2015 - December 2016"
"45066F","DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM)","4500 S. LANCASTER ROAD","DALLAS","TX",75216,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",1,1520,0.66,,"October 2015 - December 2016"
"45066F","DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM)","4500 S. LANCASTER ROAD","DALLAS","TX",75216,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",0,6195,0.00,,"October 2015 - December 2016"
"45066F","DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM)","4500 S. LANCASTER ROAD","DALLAS","TX",75216,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)",9,57,157.89,,"October 2015 - December 2016"
"45066F","DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM)","4500 S. LANCASTER ROAD","DALLAS","TX",75216,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",2,11206,0.18,,"October 2015 - December 2016"
"45066F","DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM)","4500 S. LANCASTER ROAD","DALLAS","TX",75216,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",1,6630,0.15,,"October 2015 - December 2016"
"45066F","DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM)","4500 S. LANCASTER ROAD","DALLAS","TX",75216,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,9610,0.00,,"October 2015 - December 2016"
"45066F","DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM)","4500 S. LANCASTER ROAD","DALLAS","TX",75216,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",3,2361,1.27,,"October 2015 - December 2016"
"45074F","HOUSTON VA MEDICAL CENTER","2002 HOLCOMBE BLVD.","HOUSTON","TX",77030,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",3,1709,1.76,,"October 2015 - December 2016"
"45074F","HOUSTON VA MEDICAL CENTER","2002 HOLCOMBE BLVD.","HOUSTON","TX",77030,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",2,1067,1.87,,"October 2015 - December 2016"
"45074F","HOUSTON VA MEDICAL CENTER","2002 HOLCOMBE BLVD.","HOUSTON","TX",77030,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",18,3702,4.86,,"October 2015 - December 2016"
"45074F","HOUSTON VA MEDICAL CENTER","2002 HOLCOMBE BLVD.","HOUSTON","TX",77030,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",4,1662,2.41,,"October 2015 - December 2016"
"45074F","HOUSTON VA MEDICAL CENTER","2002 HOLCOMBE BLVD.","HOUSTON","TX",77030,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,731,0.00,,"October 2015 - December 2016"
"45074F","HOUSTON VA MEDICAL CENTER","2002 HOLCOMBE BLVD.","HOUSTON","TX",77030,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",2,1717,1.16,,"October 2015 - December 2016"
"45074F","HOUSTON VA MEDICAL CENTER","2002 HOLCOMBE BLVD.","HOUSTON","TX",77030,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",2,6668,0.30,,"October 2015 - December 2016"
"45074F","HOUSTON VA MEDICAL CENTER","2002 HOLCOMBE BLVD.","HOUSTON","TX",77030,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)",8,104,76.92,,"October 2015 - December 2016"
"45074F","HOUSTON VA MEDICAL CENTER","2002 HOLCOMBE BLVD.","HOUSTON","TX",77030,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",2,11371,0.18,,"October 2015 - December 2016"
"45074F","HOUSTON VA MEDICAL CENTER","2002 HOLCOMBE BLVD.","HOUSTON","TX",77030,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",1,6508,0.15,,"October 2015 - December 2016"
"45074F","HOUSTON VA MEDICAL CENTER","2002 HOLCOMBE BLVD.","HOUSTON","TX",77030,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",1,9218,0.11,,"October 2015 - December 2016"
"45074F","HOUSTON VA MEDICAL CENTER","2002 HOLCOMBE BLVD.","HOUSTON","TX",77030,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",8,3474,2.30,,"October 2015 - December 2016"
"45086F","TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM)","1901 VETERANS MEMORIAL DRIVE","TEMPLE","TX",76504,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",1,795,1.26,,"October 2015 - December 2016"
"45086F","TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM)","1901 VETERANS MEMORIAL DRIVE","TEMPLE","TX",76504,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",2,642,3.12,,"October 2015 - December 2016"
"45086F","TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM)","1901 VETERANS MEMORIAL DRIVE","TEMPLE","TX",76504,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",2,1269,1.58,,"October 2015 - December 2016"
"45086F","TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM)","1901 VETERANS MEMORIAL DRIVE","TEMPLE","TX",76504,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",3,793,3.78,,"October 2015 - December 2016"
"45086F","TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM)","1901 VETERANS MEMORIAL DRIVE","TEMPLE","TX",76504,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,207,0.00,,"October 2015 - December 2016"
"45086F","TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM)","1901 VETERANS MEMORIAL DRIVE","TEMPLE","TX",76504,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,1095,0.00,,"October 2015 - December 2016"
"45086F","TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM)","1901 VETERANS MEMORIAL DRIVE","TEMPLE","TX",76504,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",0,3622,0.00,,"October 2015 - December 2016"
"45086F","TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM)","1901 VETERANS MEMORIAL DRIVE","TEMPLE","TX",76504,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)","*","*","*","*Rates not reported for Observations < 25","October 2015 - December 2016"
"45086F","TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM)","1901 VETERANS MEMORIAL DRIVE","TEMPLE","TX",76504,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",2,6702,0.30,,"October 2015 - December 2016"
"45086F","TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM)","1901 VETERANS MEMORIAL DRIVE","TEMPLE","TX",76504,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",1,4305,0.23,,"October 2015 - December 2016"
"45086F","TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM)","1901 VETERANS MEMORIAL DRIVE","TEMPLE","TX",76504,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,5561,0.00,,"October 2015 - December 2016"
"45086F","TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM)","1901 VETERANS MEMORIAL DRIVE","TEMPLE","TX",76504,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",0,1225,0.00,,"October 2015 - December 2016"
"45090F","SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM)","7400 MERTON MINTER BLVD.","SAN ANTONIO","TX",78229,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",1,1247,0.80,,"October 2015 - December 2016"
"45090F","SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM)","7400 MERTON MINTER BLVD.","SAN ANTONIO","TX",78229,"PSI-11","11 - Postoperative Respiratory Failure","Postoperative Respiratory Failure (PSI11)",6,937,6.40,,"October 2015 - December 2016"
"45090F","SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM)","7400 MERTON MINTER BLVD.","SAN ANTONIO","TX",78229,"PSI-12","12 - Perioperative Pulmonary Embolism or DVT","Perioperative Blood Clot/Embolism (PSI12)",6,2192,2.74,,"October 2015 - December 2016"
"45090F","SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM)","7400 MERTON MINTER BLVD.","SAN ANTONIO","TX",78229,"PSI-13","13 - Postoperative Sepsis","Postoperative Sepsis (PSI13)",4,1177,3.40,,"October 2015 - December 2016"
"45090F","SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM)","7400 MERTON MINTER BLVD.","SAN ANTONIO","TX",78229,"PSI-14","14 - Postoperative Wound Dehiscence","A wound that splits open after surgery on the abdomen or pelvis (PSI14)",0,531,0.00,,"October 2015 - December 2016"
"45090F","SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM)","7400 MERTON MINTER BLVD.","SAN ANTONIO","TX",78229,"PSI-15","15 - Unrecognized Abdominopelvic Accidental Puncture/Laceration","Accidental puncture or laceration from medical treatment (PSI15)",0,1297,0.00,,"October 2015 - December 2016"
"45090F","SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM)","7400 MERTON MINTER BLVD.","SAN ANTONIO","TX",78229,"PSI-3","03 - Pressure Ulcer","Pressure Ulcer Rate (PSI03)",1,4684,0.21,,"October 2015 - December 2016"
"45090F","SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM)","7400 MERTON MINTER BLVD.","SAN ANTONIO","TX",78229,"PSI-4","04 - Death among surgical inpatients with serious treatable conditions","Inpatient Surgical Deaths (PSI04)",10,85,117.65,,"October 2015 - December 2016"
"45090F","SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM)","7400 MERTON MINTER BLVD.","SAN ANTONIO","TX",78229,"PSI-6","06 - Iatrogenic Pneumothorax","Collapsed lung due to medical treatment (PSI06)",0,8072,0.00,,"October 2015 - December 2016"
"45090F","SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM)","7400 MERTON MINTER BLVD.","SAN ANTONIO","TX",78229,"PSI-7","07 - Central Venous Catheter-Related Bloodstream Infection","Central Venous Catheter-Related Blood Stream Infection (PSI07)",0,4692,0.00,,"October 2015 - December 2016"
"45090F","SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM)","7400 MERTON MINTER BLVD.","SAN ANTONIO","TX",78229,"PSI-8","08 - In Hospital Fall with Hip Fracture","Postoperative Hip Fracture (PSI08)",0,6485,0.00,,"October 2015 - December 2016"
"45090F","SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM)","7400 MERTON MINTER BLVD.","SAN ANTONIO","TX",78229,"PSI-9","09 - Perioperative Hemorrhage or Hematoma","Perioperative Bleeding/Bruise (PSI09)",6,2095,2.86,,"October 2015 - December 2016"
"46002F","VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER","500 FOOTHILL BLVD.","SALT LAKE CITY","UT",84148,"PSI-10","10 - Postoperative Acute Kidney Injury Requiring Dialysis","Postoperative Kidney & Diabetic Complications (PSI10)",2,890,2.25,,"October 2015 - December 2016"
