"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"AR","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AS","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AZ","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CA","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CO","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CT","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DC","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DE","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"FL","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GA","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GU","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"HI","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KS","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MN","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MO","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NH","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OH","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OK","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OR","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PA","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PR","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","15","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","9","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VI","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","18","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VT","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","6","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WA","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WI","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WV","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WY","Blood Clot Prevention and Treatment","Patients who developed a blood clot while in the hospital who did not get treatment that could have prevented it Lower percentages are better","VTE_6","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AK","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AL","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AR","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AS","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AZ","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CA","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CO","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CT","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DC","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DE","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"FL","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GA","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GU","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"HI","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KS","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MN","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MO","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","4","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NH","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OH","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OK","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OR","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PA","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PR","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","6","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VI","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","5","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VT","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WA","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","1","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WI","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","2","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WV","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","5","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WY","Pregnancy and Delivery Care","Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better","PC_01","3","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AK","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","87","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"AL","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","80","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"AR","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","77","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"AS","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"AZ","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","68","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"CA","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","76","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"CO","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","93","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"CT","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","87","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"DC","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","49","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"DE","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","74","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"FL","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","78","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"GA","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","69","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"GU","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"HI","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","87","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"IA","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","88","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"ID","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","82","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"IL","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","83","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
"IN","Colonoscopy care","Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better","OP_29","86","20 - State and national averages do not include VHA hospital data.","01/01/2015","12/31/2015"
