"State","Measure Name","Measure ID","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Measure Start Date","Measure End Date","Number of Hospitals Fewer","Number of Hospitals Average","Number of Hospitals More","Number of Hospitals Too Small"
"SD","Rate of readmission for stroke patients","READM_30_STK","0","11","0","35","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"TN","Rate of readmission for stroke patients","READM_30_STK","1","63","0","44","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"TX","Rate of readmission for stroke patients","READM_30_STK","0","180","0","142","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"UT","Rate of readmission for stroke patients","READM_30_STK","0","15","0","25","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"VA","Rate of readmission for stroke patients","READM_30_STK","0","69","0","12","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"VI","Rate of readmission for stroke patients","READM_30_STK","0","2","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"VT","Rate of readmission for stroke patients","READM_30_STK","0","12","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"WA","Rate of readmission for stroke patients","READM_30_STK","0","55","0","31","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"WI","Rate of readmission for stroke patients","READM_30_STK","0","73","0","44","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"WV","Rate of readmission for stroke patients","READM_30_STK","0","21","0","26","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"WY","Rate of readmission for stroke patients","READM_30_STK","0","9","0","16","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"AK","Rate of readmission for CABG","READM_30_CABG","0","2","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"AL","Rate of readmission for CABG","READM_30_CABG","0","22","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"AR","Rate of readmission for CABG","READM_30_CABG","0","17","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"AS","Rate of readmission for CABG","READM_30_CABG","0","0","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"AZ","Rate of readmission for CABG","READM_30_CABG","0","25","1","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CA","Rate of readmission for CABG","READM_30_CABG","0","94","1","33","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CO","Rate of readmission for CABG","READM_30_CABG","0","14","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CT","Rate of readmission for CABG","READM_30_CABG","0","10","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"DC","Rate of readmission for CABG","READM_30_CABG","0","1","1","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"DE","Rate of readmission for CABG","READM_30_CABG","0","3","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"FL","Rate of readmission for CABG","READM_30_CABG","3","68","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"GA","Rate of readmission for CABG","READM_30_CABG","0","18","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"GU","Rate of readmission for CABG","READM_30_CABG","0","0","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"HI","Rate of readmission for CABG","READM_30_CABG","0","3","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"IA","Rate of readmission for CABG","READM_30_CABG","0","10","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"ID","Rate of readmission for CABG","READM_30_CABG","0","5","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"IL","Rate of readmission for CABG","READM_30_CABG","0","52","0","11","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"IN","Rate of readmission for CABG","READM_30_CABG","1","31","0","7","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"KS","Rate of readmission for CABG","READM_30_CABG","0","14","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"KY","Rate of readmission for CABG","READM_30_CABG","0","16","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"LA","Rate of readmission for CABG","READM_30_CABG","1","24","0","7","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MA","Rate of readmission for CABG","READM_30_CABG","0","14","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MD","Rate of readmission for CABG","READM_30_CABG","0","10","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"ME","Rate of readmission for CABG","READM_30_CABG","0","3","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MI","Rate of readmission for CABG","READM_30_CABG","1","32","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MN","Rate of readmission for CABG","READM_30_CABG","0","13","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MO","Rate of readmission for CABG","READM_30_CABG","0","31","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MP","Rate of readmission for CABG","READM_30_CABG","0","0","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MS","Rate of readmission for CABG","READM_30_CABG","0","17","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"MT","Rate of readmission for CABG","READM_30_CABG","0","5","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NC","Rate of readmission for CABG","READM_30_CABG","0","22","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"ND","Rate of readmission for CABG","READM_30_CABG","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NE","Rate of readmission for CABG","READM_30_CABG","0","8","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NH","Rate of readmission for CABG","READM_30_CABG","0","4","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NJ","Rate of readmission for CABG","READM_30_CABG","0","16","1","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NM","Rate of readmission for CABG","READM_30_CABG","0","5","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NV","Rate of readmission for CABG","READM_30_CABG","0","12","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"NY","Rate of readmission for CABG","READM_30_CABG","0","32","1","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"OH","Rate of readmission for CABG","READM_30_CABG","1","48","0","10","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"OK","Rate of readmission for CABG","READM_30_CABG","0","16","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"OR","Rate of readmission for CABG","READM_30_CABG","0","12","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"PA","Rate of readmission for CABG","READM_30_CABG","0","56","0","4","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"PR","Rate of readmission for CABG","READM_30_CABG","0","2","0","7","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"RI","Rate of readmission for CABG","READM_30_CABG","0","1","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"SC","Rate of readmission for CABG","READM_30_CABG","0","16","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"SD","Rate of readmission for CABG","READM_30_CABG","0","2","1","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"TN","Rate of readmission for CABG","READM_30_CABG","0","21","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"TX","Rate of readmission for CABG","READM_30_CABG","1","108","0","21","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"UT","Rate of readmission for CABG","READM_30_CABG","0","8","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"VA","Rate of readmission for CABG","READM_30_CABG","0","20","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"VI","Rate of readmission for CABG","READM_30_CABG","0","0","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"VT","Rate of readmission for CABG","READM_30_CABG","0","1","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"WA","Rate of readmission for CABG","READM_30_CABG","0","16","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"WI","Rate of readmission for CABG","READM_30_CABG","0","26","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"WV","Rate of readmission for CABG","READM_30_CABG","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"WY","Rate of readmission for CABG","READM_30_CABG","0","2","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2013","06/30/2016","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"AK","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","1","4","0","14"
"AL","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","2","21","13","46"
"AR","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","1","13","9","47"
"AS","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","0","0","1"
"AZ","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","10","31","3","16"
"CA","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","27","116","47","116"
"WV","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","13","8","27"
"WY","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","1","2","1","18"
"UT","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","9","5","0","20"
"VA","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","6","45","8","21"
"VI","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","2","0","0"
"VT","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","3","4","0","7"
"WA","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","9","31","2","35"
"WI","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","13","31","1","72"
"PR","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","6","7","34"
"RI","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","2","6","2","0"
"SC","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","1","25","7","26"
"SD","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","1","6","1","31"
"TN","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","3","36","10","55"
"TX","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","13","117","39","139"
"NV","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","2","13","3","10"
"NY","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","2","59","53","50"
"OH","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","7","65","18","58"
"OK","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","4","26","2","53"
"OR","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","8","14","0","33"
"PA","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","9","79","22","42"
"NC","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","4","44","10","43"
"ND","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","4","3","25"
"NE","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","5","13","1","49"
"NH","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","1","11","1","13"
"NJ","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","1","31","31","1"
"NM","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","3","7","0","27"
"MI","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","12","36","16","57"
"MN","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","2","17","2","87"
"MO","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","6","37","9","49"
"MP","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","1","0","0"
"MS","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","13","10","48"
"MT","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","9","0","30"
"KS","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","3","18","2","82"
"KY","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","5","27","8","52"
"LA","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","7","28","5","47"
"MA","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","2","31","13","16"
"MD","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","1","27","11","5"
"ME","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","7","8","3","17"
"GU","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","0","1","1"
"HI","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","2","7","1","3"
"IA","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","1","24","0","81"
"ID","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","5","4","0","23"
"IL","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","8","70","21","74"
"IN","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","13","38","4","58"
"CO","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","13","19","0","33"
"CT","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","1","15","9","4"
"DC","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","4","3","0"
"DE","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","1","3","2","0"
"FL","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","3","81","56","37"
"GA","Hospital return days for heart attack patients","EDAC_30_AMI","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","2","39","15","60"
"AK","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","1","7","2","13"
"AL","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","6","54","19","10"
"AR","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","6","39","20","8"
"AS","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","0","0","1"
"AZ","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","11","36","7","18"
"CA","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","38","178","52","61"
"WV","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","1","25","14","9"
"WY","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","3","12","1","11"
"UT","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","10","16","0","16"
"VA","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","11","44","24","4"
"VI","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","2","0","0"
"VT","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","6","7","0","1"
"WA","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","14","49","6","18"
"WI","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","33","73","2","12"
"PR","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","7","17","24"
"RI","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","6","4","1"
"SC","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","4","38","13","7"
"SD","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","4","17","0","33"
"TN","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","9","76","12","17"
"TX","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","31","193","47","91"
"NV","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","1","19","7","5"
"NY","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","3","43","110","13"
"OH","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","25","92","27","10"
"OK","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","5","71","4","34"
"OR","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","10","39","1","9"
"PA","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","7","114","28","6"
"NC","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","16","59","24","9"
"ND","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","3","15","3","22"
"NE","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","13","26","2","44"
"NH","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","2","22","2","0"
"NJ","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","2","25","37","0"
"NM","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","2","25","4","9"
"MI","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","29","59","26","13"
"MN","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","13","58","4","53"
"MO","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","10","70","14","18"
"MP","Hospital return days for heart failure patients","EDAC_30_HF","Not Applicable","Not Applicable","Not Applicable","Not Applicable","","07/01/2013","06/30/2016","0","1","0","0"
