"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"DC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.577","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.319","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"FL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.245","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.256","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GU","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"HI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.580","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.711","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.408","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.765","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.861","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.072","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.493","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.641","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.730","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.317","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.714","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.133","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.616","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.081","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.497","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.953","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.140","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.832","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.901","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.098","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.102","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.029","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.092","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.079","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.018","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.385","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.775","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.964","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.541","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.898","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.233","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.122","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.437","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.951","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.101","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.040","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","4.619","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.567","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.869","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.672","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.349","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","2.104","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.639","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.041","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.867","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AZ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.938","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.907","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.493","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.798","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.996","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.600","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"FL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.083","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.002","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GU","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"HI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.165","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.382","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.054","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.583","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.609","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.622","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.144","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.268","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.510","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.998","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.266","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.907","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.357","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.812","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.055","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.233","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.916","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.237","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.439","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NH","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.444","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.862","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.475","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.671","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.931","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OH","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.824","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.991","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.450","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.788","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.203","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.324","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.910","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.431","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.159","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.811","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.587","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.779","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.432","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.447","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.590","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.401","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WV","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.881","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.277","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AK","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.883","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.613","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.763","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AZ","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.901","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.109","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CO","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.096","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.028","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.040","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DE","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.027","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"FL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.848","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.924","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GU","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"HI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.746","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.835","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.836","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.001","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.913","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.908","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"KY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.904","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"LA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.874","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.897","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MD","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.006","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ME","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.682","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.885","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.948","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MO","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.949","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MP","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.742","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"MT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.953","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.901","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ND","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.066","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NE","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.901","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NH","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.109","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NJ","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.970","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NM","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.142","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NV","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.082","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"NY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.943","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OH","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.914","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OK","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.960","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"OR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.991","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.954","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"PR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.394","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"RI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.198","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.851","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"SD","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.928","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.868","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"TX","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.911","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"UT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.202","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.991","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.167","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"VT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.116","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.047","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.016","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WV","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.032","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"WY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.947","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AK","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.052","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.649","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AR","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.822","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"AZ","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.941","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.131","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CO","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.156","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"CT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.090","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DC","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.142","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"DE","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.141","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"FL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.868","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.959","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"GU","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"HI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.845","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.894","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"ID","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.943","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.031","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
"IN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.952","20 - State and national averages do not include VHA hospital data.","10/01/2015","09/30/2016"
